label,source_file,window_index,rms,peak,peak_to_peak,std,kurtosis,skewness,crest_factor,shape_factor,impulse_factor,peak1_freq,peak1_amp,peak2_freq,peak2_amp,peak3_freq,peak3_amp,band1_energy,band2_energy,band3_energy,band4_energy,band5_energy,spectral_centroid,shaft_freq,env_bpfo_h1,env_bpfo_h2,env_bpfi_h1,env_bpfi_h2,env_bsf_h1,env_bsf_h2,env_ftf_h1,env_ftf_h2
healthy,data/Time_Normal_1_098.mat,0,0.06692477927835645,0.20423446153846153,0.4030449230769231,0.06644467551718397,-0.1802250438010553,-0.277954903718648,3.051701682705604,1.2382963783563834,3.7789111415184307,1066.40625,20.313232965023648,87.890625,20.049406630262276,2103.515625,15.923365245373043,0.855539289005443,0.1415917376912219,0.0018634908328478412,0.00045157431743542847,0.0005539081530520247,1058.3411048462815,29.533333333333335,0.0007152927755775142,0.00039380593300104307,0.0020539616252905238,0.004608209560601276,0.002886106435573793,0.002065729847657992,0.013782268752618662,0.008701007538515517
healthy,data/Time_Normal_1_098.mat,1,0.06584770700886447,0.20444307692307692,0.4017932307692308,0.0650410017385473,-0.08625860232530513,-0.22581253275777846,3.1047865781500126,1.24705879545553,3.8718514102942514,1066.40625,19.34511488669046,2103.515625,16.441960889655125,87.890625,15.773741325278205,0.830941735019072,0.1649322984095073,0.0027612140076105794,0.0004815485042109239,0.0008832040595990541,1094.996699305879,29.533333333333335,0.0022424954813103515,0.0012192515426143488,0.0027263038747082566,0.0013699850957441155,0.0026237913588196818,0.0018884810954745152,0.0009034191534296494,0.009233024378553896
healthy,data/Time_Normal_1_098.mat,2,0.06371422885072042,0.20444307692307692,0.4017932307692308,0.06298748773798006,-0.016090303029067776,-0.27236552069192016,3.2087507078219195,1.2456452245243834,3.9969649958876095,1066.40625,16.782155287601558,2103.515625,16.087124426049705,1037.109375,15.477740697275248,0.8444049949061628,0.1527375428751579,0.0017684605638496316,0.0005210987875157709,0.0005679028673140269,1037.0781322001617,29.533333333333335,0.002555250643995479,0.0017648209793731044,0.0023627045231236748,0.0011757458385355018,0.0028047898383969996,0.0024754023173809343,0.006044804605470975,0.005342674039264078
healthy,data/Time_Normal_1_098.mat,3,0.06441219277984583,0.20486030769230767,0.38719015384615385,0.06363986101944366,-0.1919454391238462,-0.20051338405098523,3.180458525802698,1.232358295429049,3.9194644475409994,1037.109375,17.399393121056782,1066.40625,17.369907971125784,2103.515625,15.948147999115609,0.8383827064638736,0.15786340873774812,0.0022506951081393374,0.0005403739373241998,0.0009628157529147448,1076.298497091197,29.533333333333335,0.003263793013874066,0.0027137734285962913,0.00661293212800479,0.0015203867118232536,0.0017727568849423018,0.0007481017084976207,0.0058626382698224,0.01150752948141366
healthy,data/Time_Normal_1_098.mat,4,0.06397243375023971,0.21132738461538458,0.3915710769230769,0.0630515083827848,-0.19360704610542712,-0.21051940062189,3.3034132395282323,1.2275187382225028,4.055001651613206,1037.109375,19.281874418046616,93.75,16.841730014650423,2103.515625,16.137197091486428,0.8475738964830394,0.1491835905593975,0.0022120005500509904,0.0005341193393204328,0.0004963930681917535,1063.4651020095132,29.533333333333335,0.0012208771573754996,0.003223309359300508,0.006604182157242608,0.002755698557117497,0.003184556253516322,0.0005685390418121365,0.004645018327629424,0.005168954172186475
healthy,data/Time_Normal_1_098.mat,5,0.0639840537487026,0.21132738461538458,0.39595199999999997,0.06304265377607439,0.04151998113297495,-0.1672417347184077,3.30281331416376,1.2516956721624946,4.134117131299444,87.890625,18.87869682737353,1037.109375,16.561351806973416,2103.515625,15.942077390981963,0.8442346666718079,0.15223839832353483,0.0019848716020741766,0.0006817197471532936,0.0008603436554299796,1069.1354462373417,29.533333333333335,0.0019279690201942706,0.001144046815984685,0.004017525655776405,0.0024794663775546564,0.0007050514146743582,0.0008621678021001726,0.006669979429417532,0.008023378310236388
healthy,data/Time_Normal_1_098.mat,6,0.06527952490075085,0.2008966153846154,0.3976209230769231,0.06427317028542971,0.10603251343755993,-0.09658415800491013,3.077482804754675,1.2630994088207552,3.88716671134167,87.890625,21.04970287017996,1066.40625,17.27800429693049,93.75,16.98236473737457,0.8491401077991663,0.1471637329587473,0.002378560876002483,0.0005967336963721446,0.0007208646697117545,1103.904609024061,29.533333333333335,0.0010170126280331332,0.0024828483080735083,0.0036075436215765246,0.0013398058329739436,0.002458991137205142,0.000632387105252373,0.00736815507570418,0.008319416027993933
healthy,data/Time_Normal_1_098.mat,7,0.06512880390222775,0.21153599999999997,0.40826030769230764,0.06390981858257391,0.0036693495326378667,-0.1439041186124073,3.247963839740719,1.2493631343509153,4.057886283076899,87.890625,19.227540325394884,1066.40625,17.80550516363094,93.75,17.384957967460227,0.8445059970770769,0.1529103201446999,0.0016247232692561155,0.0005506532671718904,0.0004083062417950555,1025.7665780492716,29.533333333333335,0.0033664533687362387,0.0007142307028937191,0.0021066459423952437,0.0043926262692880365,0.0015212983324480835,0.001904308364848218,0.0023285859923426085,0.006255736436116542
healthy,data/Time_Normal_1_098.mat,8,0.064786862267186,0.22780799999999998,0.43934399999999996,0.06360672527479536,-0.0319156230354074,-0.2256579808598046,3.516268453633428,1.2414088734747342,4.365126859859819,1066.40625,18.14843724243005,87.890625,17.0624696027053,2103.515625,16.396742706636164,0.8294463269171828,0.16715791281170264,0.002016951804837338,0.0005369603434947097,0.0008418481227827128,1091.070183325763,29.533333333333335,0.0008387041394554348,0.002450314027076972,0.002692328280612749,0.0013955482826978859,0.0018142334762749062,0.001963865399253976,0.005560034192298701,0.006239527045492842
healthy,data/Time_Normal_1_098.mat,9,0.0631921240463221,0.22780799999999998,0.4147273846153846,0.06202813531361424,-0.08114440256517685,-0.23682965294218114,3.605006216170365,1.2328794471161186,4.444538070642291,1066.40625,18.68271141182205,2103.515625,16.127907931279804,87.890625,15.96313909706192,0.8448923012714981,0.15208778444050666,0.001993635233026246,0.0004874694130033851,0.0005388096419655175,1063.4522127409691,29.533333333333335,0.002737830130646147,0.002951269224201208,0.005470918690458579,0.004824781872434713,0.001530741288468798,0.002740172119739735,0.004754155953592635,0.008322369953807146
